YearID
43444
265868
265869
265870
265871
265872
265873
266070
266144
266207
266310
266422
266483
266786
269802
280372
280430
280552
280558
280559
280629
281830
282888
283799
297757
297805
297837
297843
297857
297901
298092
298101
298162
298182
299552
299768
299804
299929
300009
300130
300264
300311
301050
301054
301055
301667
301704
301711
301761
301767
304530
304963
306655
306703
309041
310070
311286
311500
311700
312311
312318
312355
312389
312395
314054
314081
314799
316239
319279
319282
319295
319428
320366
320627
328102
328521
328666
328733
328843
328845
329269
329271
329838
330495
330805
330857
330858
330860
330938
331007
331540
332137
333766
334452
335269
335306
335382
335541
335635
335923
335978
342229
342234
342656
342712
342725
342762
342768
343027
343147
343290
343388
343423
343575
343675
343749
343814
343858
343877
344105
344297
344339
344351
344380
344475
344487
344531
344650
344680
344741
344751
344817
344917
344956
344999
345007
345082
345187
345360
345435
345602
345753
345756
345898
345926
345975
345996
346309
346753
357214
357357
357375
357388
357397
357446
357470
357544
357598
357604
357645
357710
357778
357925
358024
358094
358170
358171
358237
358705
358706
358707
358708
358723
358724
358755
358757
358758
358852
362459
363257
364041
364054
364060
364062
364067
364095
364101
364123
364126
364167
364174
364177
364180
364188
364192
364197
364199
364250
364275
364297
364354
364359
364370
364392
364448
364464
364486
364509
364517
364527
364532
364544
364555
364589
364606
364617
364632
364635
364642
364645
364657
364659
364678
364697
364706
364726
364729
364734
364783
364785
364787
364789
364791
364793
364804
364834
364840
364850
364855
364856
364874
364884
364914
366443
366444
366445
366446
366458
374489
374617
374755
375124
375280
375731
375779
375794
376164
376165
376185
376217
376369
376773
377498
377580
378495
378501
378871
379143
379144
379146
379153
379161
379162
379200
379367
379886
380614
380624
380812
380815
381272
381305
381371
383167
383169
383290
385026
386033
386478
386479
386563
388500
388645
388647
388649
388651
388652
388653
388654
389132
389394
390781
392844
392845
392999
393697
393698
393772
393775
393840
393862
393929
394207
394215
394744
394745
394747
394748
394754
394756
394758
394759
394760
394761
394965
394966
394967
395087
395232
395393
395394
395396
395399
395403
395404
395405
395410
395412
395413
395414
395692
395891
395894
395895
396095
396097
396102
396103
396191
396192
396301
396338
396371
396372
397186
397202
397453
397454
397700
397786
397792
397998
397999
398008
398015
398060
398105
398730
398732
398734
398735
398738
398739
266450
267162
273146
274197
275484
280758
287941
289006
298088
300313
300360
300665
301640
303607
305331
305717
308999
319294
323898
323899
328902
332183
339954
342848
343216
343395
343569
343771
344279
344367
344376
344472
344915
345411
345431
345867
345876
345929
357361
357401
357507
357561
357606
357631
358054
358079
358161
358369
358698
358752
358942
358943
358944
359000
359001
361703
362996
364163
364574
366448
366453
376015
384941
384944
386021
394488
395581
396064
397822
397935
398267
342492
343221
380826
389016
